Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,disease,Group,condition
SRR13934281,miRNA-Seq,75,526261575,PRJNA713778,SAMN18261938,208990475,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313773,GSM5159596,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159596,Blood plasma,SRP310247,ALS,enrolment,
SRR13934282,miRNA-Seq,75,355918950,PRJNA713778,SAMN18261937,140983458,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313774,GSM5159597,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159597,Blood plasma,SRP310247,ALS,enrolment,
SRR13934283,miRNA-Seq,75,657377025,PRJNA713778,SAMN18261936,236032975,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313775,GSM5159598,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159598,Blood plasma,SRP310247,ALS,enrolment,
SRR13934284,miRNA-Seq,75,494806500,PRJNA713778,SAMN18261935,178099848,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313776,GSM5159599,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159599,Blood plasma,SRP310247,ALS,enrolment,
SRR13934285,miRNA-Seq,75,715003800,PRJNA713778,SAMN18261934,292108125,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313777,GSM5159600,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159600,Blood plasma,SRP310247,ALS,enrolment,
SRR13934286,miRNA-Seq,47,265868887,PRJNA713778,SAMN18261933,117487203,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313778,GSM5159601,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159601,Blood plasma,SRP310247,ALS,enrolment,
SRR13934287,miRNA-Seq,75,74992500,PRJNA713778,SAMN18261932,25372812,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313779,GSM5159602,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159602,Blood plasma,SRP310247,ALS,enrolment,
SRR13934288,miRNA-Seq,46,415770861,PRJNA713778,SAMN18261931,183472893,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313780,GSM5159603,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159603,Blood plasma,SRP310247,ALS,enrolment,
SRR13934289,miRNA-Seq,49,296496900,PRJNA713778,SAMN18261930,121317923,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313781,GSM5159604,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159604,Blood plasma,SRP310247,ALS,enrolment,
SRR13934290,miRNA-Seq,75,1399948500,PRJNA713778,SAMN18261929,427071278,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313782,GSM5159605,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:33:00Z,1,GSM5159605,Blood plasma,SRP310247,ALS,enrolment,
SRR13934291,miRNA-Seq,75,2092686225,PRJNA713778,SAMN18261928,640102626,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313783,GSM5159606,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:35:00Z,1,GSM5159606,Blood plasma,SRP310247,ALS,enrolment,
SRR13934292,miRNA-Seq,52,195248670,PRJNA713778,SAMN18261927,84282725,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313784,GSM5159607,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159607,Blood plasma,SRP310247,ALS,enrolment,
SRR13934293,miRNA-Seq,48,525860790,PRJNA713778,SAMN18261926,223740184,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313785,GSM5159608,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159608,Blood plasma,SRP310247,ALS,enrolment,
SRR13934294,miRNA-Seq,75,788683575,PRJNA713778,SAMN18261925,292681866,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313786,GSM5159609,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159609,Blood plasma,SRP310247,ALS,enrolment,
SRR13934295,miRNA-Seq,75,584438475,PRJNA713778,SAMN18261924,238608605,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313787,GSM5159610,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159610,Blood plasma,SRP310247,ALS,enrolment,
SRR13934296,miRNA-Seq,75,634860600,PRJNA713778,SAMN18262030,260494225,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313788,GSM5159611,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159611,Blood plasma,SRP310247,ALS,enrolment,
SRR13934297,miRNA-Seq,75,934430700,PRJNA713778,SAMN18262029,370659096,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313789,GSM5159612,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159612,Blood plasma,SRP310247,ALS,enrolment,
SRR13934298,miRNA-Seq,75,746109600,PRJNA713778,SAMN18262028,298388604,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313790,GSM5159613,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159613,Blood plasma,SRP310247,ALS,enrolment,
SRR13934299,miRNA-Seq,75,2233984575,PRJNA713778,SAMN18262027,847250584,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313791,GSM5159614,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:35:00Z,1,GSM5159614,Blood plasma,SRP310247,ALS,enrolment,
SRR13934300,miRNA-Seq,48,282846844,PRJNA713778,SAMN18262026,118282738,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313792,GSM5159615,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159615,Blood plasma,SRP310247,ALS,enrolment,
SRR13934301,miRNA-Seq,75,392342625,PRJNA713778,SAMN18262025,148328212,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313793,GSM5159616,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159616,Blood plasma,SRP310247,ALS,enrolment,
SRR13934302,miRNA-Seq,75,202343550,PRJNA713778,SAMN18262024,67240715,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313794,GSM5159617,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159617,Blood plasma,SRP310247,ALS,enrolment,
SRR13934303,miRNA-Seq,44,354270907,PRJNA713778,SAMN18262023,155448327,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313795,GSM5159618,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159618,Blood plasma,SRP310247,ALS,enrolment,
SRR13934304,miRNA-Seq,46,793249715,PRJNA713778,SAMN18262022,345527382,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313796,GSM5159619,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159619,Blood plasma,SRP310247,ALS,enrolment,
SRR13934305,miRNA-Seq,75,898656150,PRJNA713778,SAMN18262021,354522872,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313797,GSM5159620,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159620,Blood plasma,SRP310247,ALS,enrolment,
SRR13934306,miRNA-Seq,51,297909824,PRJNA713778,SAMN18262020,124232625,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313798,GSM5159621,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159621,Blood plasma,SRP310247,ALS,enrolment,
SRR13934307,miRNA-Seq,75,453320925,PRJNA713778,SAMN18262019,165029201,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313799,GSM5159622,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159622,Blood plasma,SRP310247,ALS,enrolment,
SRR13934308,miRNA-Seq,75,173784150,PRJNA713778,SAMN18262018,66828838,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313800,GSM5159623,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159623,Blood plasma,SRP310247,ALS,enrolment,
SRR13934309,miRNA-Seq,47,534127005,PRJNA713778,SAMN18262017,228445214,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313801,GSM5159624,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159624,Blood plasma,SRP310247,ALS,enrolment,
SRR13934310,miRNA-Seq,75,652270275,PRJNA713778,SAMN18262016,242347100,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313802,GSM5159625,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159625,Blood plasma,SRP310247,ALS,enrolment,
SRR13934311,miRNA-Seq,75,586149825,PRJNA713778,SAMN18262015,223464675,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313803,GSM5159626,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159626,Blood plasma,SRP310247,ALS,enrolment,
SRR13934312,miRNA-Seq,75,873038625,PRJNA713778,SAMN18262014,327344796,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313804,GSM5159627,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159627,Blood plasma,SRP310247,ALS,enrolment,
SRR13934313,miRNA-Seq,51,398977760,PRJNA713778,SAMN18262013,166426112,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313805,GSM5159628,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159628,Blood plasma,SRP310247,ALS,enrolment,
SRR13934314,miRNA-Seq,75,279987825,PRJNA713778,SAMN18262012,109186321,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313806,GSM5159629,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159629,Blood plasma,SRP310247,ALS,enrolment,
SRR13934315,miRNA-Seq,75,1054725675,PRJNA713778,SAMN18262011,392406069,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313807,GSM5159630,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159630,Blood plasma,SRP310247,ALS,enrolment,
SRR13934316,miRNA-Seq,46,408241640,PRJNA713778,SAMN18262007,181320761,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313808,GSM5159631,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159631,Blood plasma,SRP310247,ALS,enrolment,
SRR13934317,miRNA-Seq,46,466904377,PRJNA713778,SAMN18262006,205247976,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313809,GSM5159632,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159632,Blood plasma,SRP310247,ALS,enrolment,
SRR13934318,miRNA-Seq,53,431937146,PRJNA713778,SAMN18262005,172215520,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313810,GSM5159633,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159633,Blood plasma,SRP310247,ALS,enrolment,
SRR13934319,miRNA-Seq,75,495741975,PRJNA713778,SAMN18262004,180077021,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313811,GSM5159634,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159634,Blood plasma,SRP310247,ALS,enrolment,
SRR13934320,miRNA-Seq,49,365116653,PRJNA713778,SAMN18262003,158478295,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313812,GSM5159635,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159635,Blood plasma,SRP310247,ALS,enrolment,
SRR13934321,miRNA-Seq,75,866058675,PRJNA713778,SAMN18262002,302246386,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313813,GSM5159636,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159636,Blood plasma,SRP310247,ALS,enrolment,
SRR13934322,miRNA-Seq,75,695393700,PRJNA713778,SAMN18262001,255315649,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313814,GSM5159637,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159637,Blood plasma,SRP310247,ALS,enrolment,
SRR13934323,miRNA-Seq,49,477911682,PRJNA713778,SAMN18262010,202287924,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313815,GSM5159638,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159638,Blood plasma,SRP310247,ALS,enrolment,
SRR13934324,miRNA-Seq,75,516341625,PRJNA713778,SAMN18262009,174431132,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313816,GSM5159639,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159639,Blood plasma,SRP310247,ALS,enrolment,
SRR13934325,miRNA-Seq,51,367398850,PRJNA713778,SAMN18262008,153757014,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313817,GSM5159640,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159640,Blood plasma,SRP310247,ALS,enrolment,
SRR13934326,miRNA-Seq,47,402061981,PRJNA713778,SAMN18261738,171638982,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313818,GSM5159641,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159641,Blood plasma,SRP310247,ALS,enrolment,
SRR13934327,miRNA-Seq,47,186308596,PRJNA713778,SAMN18261737,79891728,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313819,GSM5159642,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159642,Blood plasma,SRP310247,ALS,enrolment,
SRR13934328,miRNA-Seq,45,355480243,PRJNA713778,SAMN18261736,158148240,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313820,GSM5159643,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159643,Blood plasma,SRP310247,ALS,enrolment,
SRR13934329,miRNA-Seq,75,1478104350,PRJNA713778,SAMN18261735,452088975,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313821,GSM5159644,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:34:00Z,1,GSM5159644,Blood plasma,SRP310247,ALS,enrolment,
SRR13934330,miRNA-Seq,75,1006799475,PRJNA713778,SAMN18261734,310091347,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313822,GSM5159645,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159645,Blood plasma,SRP310247,ALS,enrolment,
SRR13934331,miRNA-Seq,75,2758938825,PRJNA713778,SAMN18261733,844050903,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313823,GSM5159646,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:37:00Z,1,GSM5159646,Blood plasma,SRP310247,ALS,enrolment,
SRR13934332,miRNA-Seq,75,1320803700,PRJNA713778,SAMN18261732,402924576,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313824,GSM5159647,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:33:00Z,1,GSM5159647,Blood plasma,SRP310247,ALS,enrolment,
SRR13934333,miRNA-Seq,75,1503636150,PRJNA713778,SAMN18261731,459830429,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313825,GSM5159648,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:33:00Z,1,GSM5159648,Blood plasma,SRP310247,ALS,enrolment,
SRR13934334,miRNA-Seq,75,1573033200,PRJNA713778,SAMN18261730,476291601,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313826,GSM5159649,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:34:00Z,1,GSM5159649,Blood plasma,SRP310247,ALS,enrolment,
SRR13934335,miRNA-Seq,50,299012433,PRJNA713778,SAMN18261729,127064669,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313827,GSM5159650,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159650,Blood plasma,SRP310247,ALS,enrolment,
SRR13934336,miRNA-Seq,75,983303625,PRJNA713778,SAMN18261728,393827895,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313828,GSM5159651,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:33:00Z,1,GSM5159651,Blood plasma,SRP310247,ALS,enrolment,
SRR13934337,miRNA-Seq,75,854041875,PRJNA713778,SAMN18261727,350914572,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313829,GSM5159652,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159652,Blood plasma,SRP310247,ALS,enrolment,
SRR13934338,miRNA-Seq,75,671544150,PRJNA713778,SAMN18261726,275217607,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313830,GSM5159653,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159653,Blood plasma,SRP310247,ALS,enrolment,
SRR13934339,miRNA-Seq,75,1067206200,PRJNA713778,SAMN18261725,423534505,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313831,GSM5159654,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159654,Blood plasma,SRP310247,ALS,enrolment,
SRR13934340,miRNA-Seq,75,631914300,PRJNA713778,SAMN18261724,226420107,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313832,GSM5159655,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159655,Blood plasma,SRP310247,ALS,enrolment,
SRR13934341,miRNA-Seq,46,409454202,PRJNA713778,SAMN18261723,179861324,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313833,GSM5159656,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159656,Blood plasma,SRP310247,ALS,enrolment,
SRR13934342,miRNA-Seq,51,377178189,PRJNA713778,SAMN18261722,159092247,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313834,GSM5159657,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159657,Blood plasma,SRP310247,ALS,enrolment,
